time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh,L1 max W,L2 max W,L3 max W
2025-01-03 01:30,12373.290,0.000,2345.339,0.000,110,112,48
2025-01-03 01:45,12373.381,0.000,2345.339,0.000,124,116,172
2025-01-03 02:00,12373.473,0.000,2345.339,0.000,177,139,157
2025-01-03 02:15,12373.553,0.000,2345.339,0.000,165,117,132
2025-01-03 02:30,12373.641,0.000,2345.339,0.000,143,133,122
2025-01-03 02:45,12373.700,0.000,2345.339,0.000,113,116,42
2025-01-03 03:00,12373.777,0.000,2345.339,0.000,99,139,109
2025-01-03 03:15,12373.835,0.000,2345.339,0.000,105,134,78
2025-01-03 03:30,12373.927,0.000,2345.339,0.000,147,162,177
2025-01-03 03:45,12373.994,0.000,2345.339,0.000,108,104,76
2025-01-03 04:00,12374.073,0.000,2345.339,0.000,150,118,139
2025-01-03 04:15,12374.163,0.000,2345.339,0.000,174,160,132
2025-01-03 04:30,12374.252,0.000,2345.339,0.000,137,118,144
2025-01-03 04:45,12374.346,0.000,2345.339,0.000,133,157,133
2025-01-03 05:00,12374.431,0.000,2345.339,0.000,145,144,133
2025-01-03 05:15,12374.509,0.000,2345.339,0.000,146,110,120
2025-01-03 05:30,12374.602,0.000,2345.339,0.000,179,196,100
2025-01-03 05:45,12374.710,0.000,2345.339,0.000,209,159,159
2025-01-03 06:00,12374.812,0.000,2345.339,0.000,177,161,183
2025-01-03 06:15,12374.945,0.000,2345.339,0.000,251,304,172
2025-01-03 06:30,12375.087,0.000,2345.339,0.000,219,253,146
2025-01-03 06:45,12375.220,0.000,2345.339,0.000,259,215,174
2025-01-03 07:00,12375.384,0.000,2345.339,0.000,326,223,221
2025-01-03 07:15,12375.569,0.000,2345.339,0.000,338,314,316
2025-01-03 07:30,12375.738,0.000,2345.339,0.000,256,248,294
2025-01-03 07:45,12375.904,0.000,2345.339,0.000,262,275,326
2025-01-03 08:00,12376.071,0.000,2345.339,0.000,260,346,281
2025-01-03 08:15,12376.252,0.000,2345.339,0.000,289,329,257
2025-01-03 08:30,12376.424,0.000,2345.339,0.000,316,327,153
2025-01-03 08:45,12376.587,0.000,2345.339,0.000,295,281,262
2025-01-03 09:00,12376.728,0.000,2345.339,0.000,255,268,262
2025-01-03 09:15,12376.843,0.000,2345.339,0.000,202,177,151
2025-01-03 09:30,12376.931,0.000,2345.339,0.000,180,164,107
2025-01-03 09:45,12377.032,0.000,2345.339,0.000,228,202,118
2025-01-03 10:00,12377.100,0.000,2345.339,0.000,132,103,88
2025-01-03 10:15,12377.139,0.000,2345.339,0.000,55,58,81
2025-01-03 10:30,12377.192,0.000,2345.339,0.000,75,72,90
2025-01-03 10:45,12377.225,0.000,2345.339,0.000,63,70,47
2025-01-03 11:00,12377.269,0.000,2345.339,0.000,75,95,65
2025-01-03 11:15,12377.289,0.000,2345.339,0.000,27,37,30
2025-01-03 11:30,12377.321,0.000,2345.339,0.000,61,55,57
2025-01-03 11:45,12377.345,0.000,2345.339,0.000,39,50,32
2025-01-03 12:00,12377.373,0.000,2345.339,0.000,54,51,39
2025-01-03 12:15,12377.404,0.000,2345.339,0.000,63,60,26
2025-01-03 12:30,12377.404,0.000,2345.340,0.000,-2,-2,-1
2025-01-03 12:45,12377.409,0.000,2345.340,0.000,8,7,5
2025-01-03 13:00,12377.425,0.000,2345.340,0.000,31,30,29
2025-01-03 13:15,12377.441,0.000,2345.340,0.000,22,29,17
2025-01-03 13:30,12377.475,0.000,2345.340,0.000,60,51,55
2025-01-03 13:45,12377.477,0.000,2345.340,0.000,4,4,4
2025-01-03 14:00,12377.516,0.000,2345.340,0.000,63,65,71
2025-01-03 14:15,12377.529,0.000,2345.340,0.000,24,25,9
2025-01-03 14:30,12377.563,0.000,2345.340,0.000,64,49,49
2025-01-03 14:45,12377.601,0.000,2345.340,0.000,67,61,54
2025-01-03 15:00,12377.643,0.000,2345.340,0.000,73,78,55
2025-01-03 15:15,12377.685,0.000,2345.340,0.000,86,80,49
2025-01-03 15:30,12377.735,0.000,2345.340,0.000,73,97,67
2025-01-03 15:45,12377.800,0.000,2345.340,0.000,125,102,90
2025-01-03 16:00,12377.879,0.000,2345.340,0.000,113,155,121
2025-01-03 16:15,12377.996,0.000,2345.340,0.000,198,193,140
2025-01-03 16:30,12378.139,0.000,2345.340,0.000,329,236,206
2025-01-03 16:45,12378.291,0.000,2345.340,0.000,323,291,197
2025-01-03 17:00,12378.476,0.000,2345.340,0.000,268,341,241
2025-01-03 17:15,12378.710,0.000,2345.340,0.000,330,382,310
2025-01-03 17:30,12378.988,0.000,2345.340,0.000,618,515,322
2025-01-03 17:45,12379.308,0.000,2345.340,0.000,675,714,361
2025-01-03 18:00,12379.644,0.000,2345.340,0.000,435,536,535
2025-01-03 18:15,12380.025,0.000,2345.340,0.000,742,742,261
2025-01-03 18:30,12380.439,0.000,2345.340,0.000,731,922,656
2025-01-03 18:45,12380.855,0.000,2345.340,0.000,687,721,514
2025-01-03 19:00,12381.326,0.000,2345.340,0.000,972,996,510
2025-01-03 19:15,12381.809,0.000,2345.340,0.000,1052,953,569
2025-01-03 19:30,12382.294,0.000,2345.340,0.000,833,656,803
2025-01-03 19:45,12382.757,0.000,2345.340,0.000,810,645,617
2025-01-03 20:00,12383.221,0.000,2345.340,0.000,830,679,583
2025-01-03 20:15,12383.643,0.000,2345.340,0.000,573,784,502
2025-01-03 20:30,12384.077,0.000,2345.340,0.000,670,843,520
2025-01-03 20:45,12384.475,0.000,2345.340,0.000,593,549,656
2025-01-03 21:00,12384.836,0.000,2345.340,0.000,758,788,422
2025-01-03 21:15,12385.173,0.000,2345.340,0.000,676,552,515
2025-01-03 21:30,12385.455,0.000,2345.340,0.000,423,571,353
2025-01-03 21:45,12385.700,0.000,2345.340,0.000,493,404,326
2025-01-03 22:00,12385.943,0.000,2345.340,0.000,519,413,409
2025-01-03 22:15,12386.131,0.000,2345.340,0.000,382,314,228
2025-01-03 22:30,12386.318,0.000,2345.340,0.000,230,299,274
2025-01-03 22:45,12386.467,0.000,2345.340,0.000,245,269,140
2025-01-03 23:00,12386.592,0.000,2345.340,0.000,152,165,217
2025-01-03 23:15,12386.703,0.000,2345.340,0.000,254,208,150
2025-01-03 23:30,12386.811,0.000,2345.340,0.000,181,160,167
2025-01-03 23:45,12386.902,0.000,2345.340,0.000,164,165,139
2025-01-04 00:00,12386.978,0.000,2345.340,0.000,136,117,75
2025-01-04 00:15,12387.059,0.000,2345.340,0.000,106,128,118
2025-01-04 00:30,12387.152,0.000,2345.340,0.000,136,135,161
2025-01-04 00:45,12387.226,0.000,2345.340,0.000,117,127,110
2025-01-04 01:00,12387.299,0.000,2345.340,0.000,111,123,80
2025-01-04 01:15,12387.361,0.000,2345.340,0.000,84,81,94
2025-01-04 01:30,12387.433,0.000,2345.340,0.000,164,149,85
2025-01-04 01:45,12387.505,0.000,2345.340,0.000,114,153,99
2025-01-04 02:00,12387.569,0.000,2345.340,0.000,133,118,79
2025-01-04 02:15,12387.648,0.000,2345.340,0.000,140,136,95
2025-01-04 02:30,12387.714,0.000,2345.340,0.000,101,108,113
2025-01-04 02:45,12387.787,0.000,2345.340,0.000,114,107,102
2025-01-04 03:00,12387.852,0.000,2345.340,0.000,101,97,109
2025-01-04 03:15,12387.938,0.000,2345.340,0.000,126,147,92
2025-01-04 03:30,12388.019,0.000,2345.340,0.000,115,143,135
2025-01-04 03:45,12388.080,0.000,2345.340,0.000,110,86,77
2025-01-04 04:00,12388.158,0.000,2345.340,0.000,147,136,89
2025-01-04 04:15,12388.234,0.000,2345.340,0.000,151,137,117
2025-01-04 04:30,12388.301,0.000,2345.340,0.000,145,145,56
2025-01-04 04:45,12388.389,0.000,2345.340,0.000,177,145,148
2025-01-04 05:00,12388.458,0.000,2345.340,0.000,125,116,59
2025-01-04 05:15,12388.541,0.000,2345.340,0.000,133,153,126
2025-01-04 05:30,12388.642,0.000,2345.340,0.000,161,202,108
2025-01-04 05:45,12388.749,0.000,2345.340,0.000,158,201,201
2025-01-04 06:00,12388.866,0.000,2345.340,0.000,156,152,219
2025-01-04 06:15,12388.974,0.000,2345.340,0.000,201,202,92
2025-01-04 06:30,12389.100,0.000,2345.340,0.000,227,178,135
2025-01-04 06:45,12389.239,0.000,2345.340,0.000,229,259,161
2025-01-04 07:00,12389.395,0.000,2345.340,0.000,276,259,308
2025-01-04 07:15,12389.539,0.000,2345.340,0.000,219,279,205
2025-01-04 07:30,12389.708,0.000,2345.340,0.000,356,319,175
2025-01-04 07:45,12389.887,0.000,2345.340,0.000,250,237,336
2025-01-04 08:00,12390.037,0.000,2345.340,0.000,230,228,337
2025-01-04 08:15,12390.182,0.000,2345.340,0.000,236,232,199
2025-01-04 08:30,12390.315,0.000,2345.340,0.000,295,245,156
2025-01-04 08:45,12390.445,0.000,2345.340,0.000,180,263,171
2025-01-04 09:00,12390.559,0.000,2345.340,0.000,149,143,198
2025-01-04 09:15,12390.630,0.000,2345.340,0.000,125,124,72
2025-01-04 09:30,12390.694,0.000,2345.340,0.000,97,112,76
2025-01-04 09:45,12390.727,0.000,2345.340,0.000,51,62,34
2025-01-04 10:00,12390.753,0.000,2345.340,0.000,33,47,31
2025-01-04 10:15,12390.770,0.000,2345.340,0.000,33,32,29
2025-01-04 10:30,12390.770,0.000,2345.342,0.000,-5,-4,-3
2025-01-04 10:45,12390.770,0.000,2345.365,0.000,-51,-45,-25
2025-01-04 11:00,12390.770,0.000,2345.386,0.000,-39,-31,-30
2025-01-04 11:15,12390.770,0.000,2345.425,0.000,-82,-66,-48
2025-01-04 11:30,12390.770,0.000,2345.441,0.000,-29,-24,-18
2025-01-04 11:45,12390.770,0.000,2345.482,0.000,-65,-69,-60
2025-01-04 12:00,12390.770,0.000,2345.505,0.000,-42,-35,-45
2025-01-04 12:15,12390.770,0.000,2345.561,0.000,-98,-88,-60
2025-01-04 12:30,12390.770,0.000,2345.625,0.000,-131,-130,-72
2025-01-04 12:45,12390.770,0.000,2345.673,0.000,-96,-101,-49
2025-01-04 13:00,12390.770,0.000,2345.732,0.000,-109,-112,-94
2025-01-04 13:15,12390.770,0.000,2345.761,0.000,-55,-47,-50
2025-01-04 13:30,12390.770,0.000,2345.807,0.000,-84,-87,-34
2025-01-04 13:45,12390.770,0.000,2345.846,0.000,-69,-66,-81
2025-01-04 14:00,12390.770,0.000,2345.875,0.000,-43,-44,-59
2025-01-04 14:15,12390.770,0.000,2345.906,0.000,-59,-58,-20
2025-01-04 14:30,12390.770,0.000,2345.931,0.000,-40,-39,-34
2025-01-04 14:45,12390.770,0.000,2345.958,0.000,-40,-36,-47
2025-01-04 15:00,12390.781,0.000,2345.958,0.000,17,14,18
2025-01-04 15:15,12390.781,0.000,2345.965,0.000,-14,-14,-12
2025-01-04 15:30,12390.807,0.000,2345.965,0.000,49,57,39
2025-01-04 15:45,12390.847,0.000,2345.965,0.000,55,62,74
2025-01-04 16:00,12390.891,0.000,2345.965,0.000,97,96,51
2025-01-04 16:15,12390.974,0.000,2345.965,0.000,124,139,117
2025-01-04 16:30,12391.094,0.000,2345.965,0.000,225,224,84
2025-01-04 16:45,12391.218,0.000,2345.965,0.000,239,210,132
2025-01-04 17:00,12391.382,0.000,2345.965,0.000,281,296,122
2025-01-04 17:15,12391.603,0.000,2345.965,0.000,321,323,341
2025-01-04 17:30,12391.842,0.000,2345.965,0.000,468,321,301
2025-01-04 17:45,12392.125,0.000,2345.965,0.000,382,384,474
2025-01-04 18:00,12392.441,0.000,2345.965,0.000,560,576,620
2025-01-04 18:15,12392.812,0.000,2345.965,0.000,689,598,378
2025-01-04 18:30,12393.214,0.000,2345.965,0.000,730,628,406
2025-01-04 18:45,12393.623,0.000,2345.965,0.000,822,633,719
2025-01-04 19:00,12394.052,0.000,2345.965,0.000,795,712,346
2025-01-04 19:15,12394.505,0.000,2345.965,0.000,727,779,875
2025-01-04 19:30,12394.956,0.000,2345.965,0.000,794,788,837
2025-01-04 19:45,12395.427,0.000,2345.965,0.000,757,684,840
2025-01-04 20:00,12395.886,0.000,2345.965,0.000,895,896,525
2025-01-04 20:15,12396.307,0.000,2345.965,0.000,687,750,517
2025-01-04 20:30,12396.707,0.000,2345.965,0.000,806,860,508
2025-01-04 20:45,12397.100,0.000,2345.965,0.000,820,599,525
2025-01-04 21:00,12397.439,0.000,2345.965,0.000,526,758,487
2025-01-04 21:15,12397.777,0.000,2345.965,0.000,466,689,507
2025-01-04 21:30,12398.081,0.000,2345.965,0.000,397,574,393
2025-01-04 21:45,12398.336,0.000,2345.965,0.000,427,381,317
2025-01-04 22:00,12398.557,0.000,2345.965,0.000,412,409,165
2025-01-04 22:15,12398.739,0.000,2345.965,0.000,329,321,339
2025-01-04 22:30,12398.924,0.000,2345.965,0.000,361,425,230
2025-01-04 22:45,12399.065,0.000,2345.965,0.000,323,295,140
2025-01-04 23:00,12399.190,0.000,2345.965,0.000,277,238,155
2025-01-04 23:15,12399.313,0.000,2345.965,0.000,167,229,170
2025-01-04 23:30,12399.439,0.000,2345.965,0.000,209,199,127
2025-01-04 23:45,12399.539,0.000,2345.965,0.000,155,196,165
2025-01-05 00:00,12399.620,0.000,2345.965,0.000,105,104,146
2025-01-05 00:15,12399.693,0.000,2345.965,0.000,107,129,86
2025-01-05 00:30,12399.754,0.000,2345.965,0.000,88,92,129
2025-01-05 00:45,12399.845,0.000,2345.965,0.000,154,123,111
2025-01-05 01:00,12399.910,0.000,2345.965,0.000,109,108,82
2025-01-05 01:15,12400.004,0.000,2345.965,0.000,184,162,134
2025-01-05 01:30,12400.083,0.000,2345.965,0.000,113,145,129
2025-01-05 01:45,12400.175,0.000,2345.965,0.000,117,170,120
2025-01-05 02:00,12400.261,0.000,2345.965,0.000,113,142,137
